Record_ID,Bus_ID,Route_ID,Stop_ID,Stop_Name,Latitude,Longitude,Distance_km,Cumulative_Distance_km,Weather,Temperature_C,Day_of_Week,Peak_Hour,Road_Type,Traffic_Level,Speed_kmph,Passenger_Count,Bus_Capacity,Stop_Time_min,Delay_min,Travel_Time_min,Arrival_Time
2243,B004,R015,S161,Vaddeswaram,16.49,80.61,7.37,16.75,Sunny,23,Saturday,1,Village Road,Medium,29,5,60,1,4,20.2,10:23
2244,B018,R007,S073,Tadikonda,16.405,80.643,1.18,19.88,Cloudy,40,Saturday,0,Main Road,Medium,31,16,60,1,5,8.3,10:24
2245,B018,R008,S036,Tenali,16.239,80.645,3.5,21.51,Sunny,33,Tuesday,1,Highway,Medium,57,29,60,1,4,8.7,10:25
2246,B006,R017,S191,Tadikonda,16.405,80.643,2.39,5.35,Sunny,28,Tuesday,1,Main Road,Medium,35,36,60,3,4,11.1,10:26
2247,B005,R020,S002,Guntur,16.3067,80.4365,4.44,7.83,Rainy,27,Wednesday,0,Highway,Medium,47,26,60,4,9,18.7,10:27
2248,B003,R016,S176,Tenali,16.239,80.645,3.99,27.38,Sunny,32,Tuesday,0,Main Road,Low,35,23,60,3,0,9.8,10:28
2249,B011,R001,S136,Guntur,16.3067,80.4365,2.82,5.05,Sunny,30,Friday,1,Main Road,Medium,32,15,60,3,4,12.3,10:29
2250,B002,R001,S144,Vaddeswaram,16.49,80.61,2.48,17.38,Sunny,29,Monday,1,Main Road,Low,44,30,60,4,0,7.4,10:30
2251,B015,R006,S117,Ponnur,16.065,80.551,2.47,12.3,Sunny,36,Tuesday,0,Main Road,High,40,40,60,2,8,13.7,10:31
2252,B009,R001,S110,Tadikonda,16.405,80.643,0.88,4.12,Sunny,28,Thursday,0,Main Road,Medium,37,9,60,2,4,7.4,10:32
2253,B016,R003,S185,Tulluru,16.52,80.58,2.98,15.02,Cloudy,24,Thursday,0,Main Road,Low,30,47,60,3,1,10.0,10:33
2254,B006,R009,S015,Prathipadu,16.48,80.32,7.37,24.05,Cloudy,36,Saturday,0,Main Road,High,44,24,60,1,9,20.1,10:34
2255,B009,R011,S179,Ponnur,16.065,80.551,7.88,23.52,Rainy,35,Thursday,1,Main Road,Medium,37,34,60,1,9,22.8,10:35
2256,B004,R015,S109,Namburu,16.36,80.52,2.73,14.7,Sunny,31,Wednesday,0,Main Road,Low,40,35,60,2,0,6.1,10:36
2257,B010,R015,S130,Namburu,16.36,80.52,5.59,22.24,Foggy,27,Thursday,1,Village Road,Low,22,47,60,2,4,21.2,10:37
2258,B017,R019,S143,Tadikonda,16.405,80.643,5.24,15.84,Cloudy,37,Tuesday,1,Main Road,Medium,34,50,60,3,5,17.2,10:38
2259,B006,R009,S008,Vaddeswaram,16.49,80.61,2.35,24.09,Rainy,29,Friday,1,Main Road,Medium,35,47,60,1,9,14.0,10:39
2260,B011,R013,S174,Prathipadu,16.48,80.32,4.64,12.64,Sunny,33,Tuesday,0,Highway,Medium,54,43,60,2,4,11.2,10:40
2261,B008,R010,S001,Mangalagiri,16.4303,80.5681,2.0,31.14,Sunny,34,Saturday,0,Main Road,Medium,44,8,60,2,4,8.7,10:41
2262,B013,R007,S066,Mangalagiri,16.4303,80.5681,6.41,9.91,Sunny,32,Tuesday,1,Main Road,Medium,37,18,60,3,4,17.4,10:42
2263,B004,R010,S053,Prathipadu,16.48,80.32,2.2,15.98,Sunny,30,Wednesday,0,Highway,Low,58,10,60,3,0,5.3,10:43
2264,B018,R018,S184,Mangalagiri,16.4303,80.5681,2.91,19.94,Sunny,31,Tuesday,1,Highway,Medium,55,29,60,1,4,8.2,10:44
2265,B020,R006,S065,Tenali,16.239,80.645,5.29,8.98,Sunny,34,Wednesday,0,Main Road,High,32,42,60,4,8,21.9,10:45
2266,B012,R019,S031,Tulluru,16.52,80.58,3.97,10.1,Rainy,33,Tuesday,0,Village Road,Low,26,8,60,4,5,18.2,10:46
2267,B016,R019,S046,Namburu,16.36,80.52,7.87,27.4,Sunny,29,Monday,1,Main Road,Medium,38,34,60,3,4,19.4,10:47
2268,B008,R016,S137,Vaddeswaram,16.49,80.61,0.99,16.09,Sunny,34,Tuesday,1,Highway,Low,55,18,60,3,0,4.1,10:48
2269,B013,R020,S161,Guntur,16.3067,80.4365,0.9,13.52,Sunny,35,Tuesday,1,Village Road,Medium,31,24,60,1,4,6.7,10:49
2270,B001,R014,S020,Tulluru,16.52,80.58,7.37,25.3,Sunny,30,Thursday,0,Highway,Medium,49,27,60,3,4,16.0,10:50
2271,B009,R002,S048,Tulluru,16.52,80.58,0.82,22.63,Sunny,37,Tuesday,1,Highway,Low,48,55,60,1,0,2.0,10:51
2272,B005,R012,S010,Vaddeswaram,16.49,80.61,1.23,12.96,Cloudy,36,Friday,1,Village Road,Low,23,53,60,3,1,7.2,10:52
2273,B005,R009,S101,Prathipadu,16.48,80.32,1.03,2.88,Sunny,22,Saturday,1,Main Road,Low,38,19,60,3,0,4.6,10:53
2274,B015,R011,S169,Namburu,16.36,80.52,4.97,10.06,Rainy,37,Saturday,1,Highway,Medium,58,18,60,3,9,17.1,10:54
2275,B013,R015,S112,Namburu,16.36,80.52,3.25,18.22,Cloudy,22,Thursday,1,Village Road,Medium,18,51,60,2,5,17.8,10:55
2276,B008,R011,S112,Mangalagiri,16.4303,80.5681,1.54,1.67,Rainy,22,Tuesday,1,Highway,Low,51,54,60,1,5,7.8,10:56
2277,B001,R016,S084,Vaddeswaram,16.49,80.61,6.95,19.52,Cloudy,24,Tuesday,0,Main Road,Low,43,8,60,4,1,14.7,10:57
2278,B017,R001,S034,Mangalagiri,16.4303,80.5681,5.58,16.97,Sunny,30,Wednesday,1,Main Road,High,42,8,60,1,8,17.0,10:58
2279,B015,R019,S085,Vaddeswaram,16.49,80.61,3.49,13.58,Cloudy,23,Thursday,1,Main Road,High,40,48,60,4,9,18.2,10:59
2280,B005,R011,S020,Pedakakani,16.285,80.49,4.3,30.09,Cloudy,27,Tuesday,1,Village Road,Medium,25,57,60,3,5,18.3,10:00
2281,B016,R019,S193,Vaddeswaram,16.49,80.61,1.39,16.14,Sunny,27,Friday,1,Village Road,Low,19,41,60,2,0,6.4,10:01
2282,B005,R002,S058,Prathipadu,16.48,80.32,4.37,24.73,Rainy,38,Wednesday,1,Main Road,Medium,36,7,60,1,9,17.3,10:02
2283,B016,R011,S057,Namburu,16.36,80.52,4.91,7.37,Sunny,39,Wednesday,0,Highway,Low,53,50,60,3,0,8.6,10:03
2284,B006,R001,S070,Tenali,16.239,80.645,3.2,21.65,Sunny,23,Friday,1,Main Road,Medium,42,14,60,4,4,12.6,10:04
2285,B007,R015,S037,Guntur,16.3067,80.4365,7.17,9.46,Sunny,38,Tuesday,1,Main Road,Medium,36,27,60,4,4,19.9,10:05
2286,B013,R002,S063,Tulluru,16.52,80.58,1.1,4.17,Sunny,28,Saturday,0,Village Road,High,34,8,60,1,8,10.9,10:06
2287,B002,R006,S174,Vaddeswaram,16.49,80.61,4.61,13.65,Rainy,22,Saturday,0,Village Road,Medium,20,10,60,4,9,26.8,10:07
2288,B016,R015,S119,Tenali,16.239,80.645,1.03,8.24,Cloudy,36,Tuesday,1,Main Road,Medium,35,26,60,4,5,10.8,10:08
2289,B020,R011,S179,Namburu,16.36,80.52,3.18,29.75,Rainy,30,Tuesday,1,Main Road,Low,41,54,60,1,5,10.7,10:09
2290,B018,R020,S188,Mangalagiri,16.4303,80.5681,5.29,22.52,Sunny,26,Tuesday,0,Highway,Low,46,17,60,1,0,7.9,10:10
2291,B009,R001,S111,Mangalagiri,16.4303,80.5681,3.07,25.47,Sunny,26,Thursday,0,Main Road,Low,39,29,60,4,0,8.7,10:11
2292,B004,R014,S074,Namburu,16.36,80.52,6.17,15.08,Sunny,39,Tuesday,1,Main Road,High,40,47,60,2,8,19.3,10:12
2293,B006,R012,S043,Tadikonda,16.405,80.643,2.05,10.51,Sunny,23,Tuesday,0,Main Road,Medium,37,52,60,4,4,11.3,10:13
2294,B019,R019,S077,Pedakakani,16.285,80.49,6.33,11.15,Cloudy,33,Monday,1,Main Road,Medium,44,48,60,1,5,14.6,10:14
2295,B009,R011,S037,Pedakakani,16.285,80.49,6.82,18.63,Foggy,29,Friday,0,Main Road,High,38,6,60,4,12,26.8,10:15
2296,B016,R018,S094,Ponnur,16.065,80.551,7.09,36.44,Cloudy,32,Wednesday,1,Highway,High,56,5,60,4,9,20.6,10:16
2297,B020,R008,S109,Mangalagiri,16.4303,80.5681,6.3,10.05,Sunny,37,Tuesday,1,Main Road,Medium,45,7,60,1,4,13.4,10:17
2298,B008,R009,S180,Tadikonda,16.405,80.643,5.6,19.44,Sunny,35,Monday,0,Village Road,High,27,11,60,4,8,24.4,10:18
2299,B012,R016,S083,Prathipadu,16.48,80.32,5.03,8.86,Sunny,27,Thursday,1,Highway,Medium,54,23,60,3,4,12.6,10:19
2300,B012,R002,S109,Tadikonda,16.405,80.643,6.23,20.93,Sunny,34,Friday,0,Village Road,High,35,27,60,1,8,19.7,11:20
2301,B002,R019,S062,Pedakakani,16.285,80.49,6.82,27.14,Sunny,35,Saturday,0,Village Road,Low,29,29,60,3,0,17.1,11:21
2302,B007,R019,S086,Ponnur,16.065,80.551,3.06,23.93,Rainy,35,Tuesday,0,Main Road,Low,40,13,60,2,5,11.6,11:22
2303,B014,R019,S116,Ponnur,16.065,80.551,3.64,15.76,Sunny,31,Friday,1,Village Road,Medium,29,42,60,2,4,13.5,11:23
2304,B002,R009,S182,Namburu,16.36,80.52,1.41,14.16,Sunny,28,Thursday,0,Main Road,Low,43,16,60,4,0,6.0,11:24
2305,B019,R001,S029,Pedakakani,16.285,80.49,1.76,1.89,Sunny,37,Thursday,0,Village Road,Low,26,11,60,4,0,8.1,11:25
2306,B008,R013,S002,Tulluru,16.52,80.58,7.97,27.52,Sunny,35,Tuesday,0,Highway,High,58,17,60,3,8,19.2,11:26
2307,B006,R020,S134,Guntur,16.3067,80.4365,2.28,24.39,Sunny,31,Monday,0,Main Road,Medium,43,56,60,3,4,10.2,11:27
2308,B015,R010,S178,Ponnur,16.065,80.551,4.18,4.73,Sunny,34,Tuesday,1,Village Road,Medium,23,13,60,2,4,16.9,11:28
2309,B014,R019,S085,Tenali,16.239,80.645,4.81,25.53,Foggy,38,Saturday,1,Village Road,Low,21,13,60,1,4,18.7,11:29
2310,B020,R001,S054,Mangalagiri,16.4303,80.5681,1.48,29.38,Sunny,34,Thursday,1,Main Road,Medium,32,30,60,4,4,10.8,11:30
2311,B019,R017,S072,Tenali,16.239,80.645,4.45,23.95,Foggy,32,Monday,0,Main Road,Low,45,17,60,3,4,12.9,11:31
2312,B004,R007,S040,Namburu,16.36,80.52,6.79,21.51,Cloudy,30,Saturday,1,Main Road,Low,38,13,60,2,1,13.7,11:32
2313,B002,R012,S104,Namburu,16.36,80.52,6.78,24.24,Rainy,38,Thursday,0,Village Road,Low,32,34,60,2,5,19.7,11:33
2314,B017,R012,S041,Mangalagiri,16.4303,80.5681,2.85,28.48,Cloudy,38,Tuesday,0,Highway,Low,57,5,60,1,1,5.0,11:34
2315,B014,R012,S113,Mangalagiri,16.4303,80.5681,4.38,12.43,Sunny,35,Wednesday,0,Main Road,Low,44,37,60,1,0,7.0,11:35
2316,B019,R010,S144,Tadikonda,16.405,80.643,5.53,26.78,Rainy,30,Friday,1,Village Road,Medium,28,17,60,2,9,22.9,11:36
2317,B018,R018,S112,Ponnur,16.065,80.551,6.8,36.4,Sunny,32,Saturday,1,Village Road,High,33,6,60,2,8,22.4,11:37
2318,B019,R012,S194,Guntur,16.3067,80.4365,5.99,28.33,Sunny,40,Tuesday,1,Village Road,Medium,29,56,60,2,4,18.4,11:38
2319,B008,R014,S009,Guntur,16.3067,80.4365,5.39,6.31,Cloudy,38,Thursday,0,Village Road,Low,22,33,60,3,1,18.7,11:39
2320,B006,R001,S195,Tadikonda,16.405,80.643,7.47,28.83,Cloudy,40,Friday,1,Highway,Medium,49,30,60,1,5,15.1,11:40
2321,B017,R008,S097,Namburu,16.36,80.52,7.6,13.58,Sunny,33,Thursday,1,Main Road,Medium,44,5,60,3,4,17.4,11:41
2322,B019,R014,S126,Namburu,16.36,80.52,5.55,15.33,Rainy,37,Monday,1,Main Road,High,41,21,60,2,13,23.1,11:42
2323,B009,R014,S141,Prathipadu,16.48,80.32,3.63,25.4,Rainy,39,Thursday,0,Village Road,Low,20,50,60,3,5,18.9,11:43
2324,B014,R014,S033,Guntur,16.3067,80.4365,6.92,16.84,Sunny,32,Wednesday,1,Village Road,High,19,54,60,2,8,31.9,11:44
2325,B011,R020,S120,Vaddeswaram,16.49,80.61,1.17,1.59,Sunny,22,Monday,0,Village Road,Low,34,9,60,1,0,3.1,11:45
2326,B010,R016,S073,Tulluru,16.52,80.58,4.54,32.69,Sunny,29,Thursday,0,Main Road,Low,44,57,60,2,0,8.2,11:46
2327,B003,R017,S057,Tulluru,16.52,80.58,2.32,19.55,Cloudy,26,Monday,0,Main Road,Low,38,5,60,4,1,8.7,11:47
2328,B007,R012,S154,Pedakakani,16.285,80.49,5.34,8.45,Cloudy,31,Saturday,0,Main Road,High,35,41,60,1,9,19.2,11:48
2329,B008,R005,S064,Ponnur,16.065,80.551,3.06,16.51,Rainy,39,Friday,1,Highway,Medium,54,48,60,1,9,13.4,11:49
2330,B003,R007,S200,Prathipadu,16.48,80.32,7.95,19.57,Cloudy,31,Monday,0,Village Road,Low,19,41,60,3,1,29.1,11:50
2331,B017,R007,S105,Tulluru,16.52,80.58,4.12,12.83,Sunny,29,Tuesday,0,Village Road,Medium,35,45,60,1,4,12.1,11:51
2332,B004,R012,S080,Tulluru,16.52,80.58,3.57,15.03,Rainy,39,Monday,1,Village Road,Medium,23,12,60,4,9,22.3,11:52
2333,B016,R003,S152,Tenali,16.239,80.645,4.47,6.16,Sunny,26,Saturday,0,Main Road,Medium,32,53,60,4,4,16.4,11:53
2334,B012,R017,S160,Guntur,16.3067,80.4365,7.78,37.51,Sunny,27,Tuesday,0,Village Road,Low,34,18,60,1,0,14.7,11:54
2335,B006,R013,S083,Prathipadu,16.48,80.32,4.27,22.11,Sunny,32,Thursday,0,Highway,Medium,59,17,60,4,4,12.3,11:55
2336,B012,R006,S091,Prathipadu,16.48,80.32,5.83,8.67,Sunny,36,Saturday,1,Main Road,Medium,45,56,60,4,4,15.8,11:56
2337,B004,R017,S094,Ponnur,16.065,80.551,5.99,25.63,Cloudy,25,Monday,0,Main Road,High,40,25,60,1,9,19.0,11:57
2338,B016,R002,S167,Prathipadu,16.48,80.32,7.03,9.27,Sunny,33,Monday,1,Main Road,Medium,37,53,60,4,4,19.4,11:58
2339,B016,R011,S131,Vaddeswaram,16.49,80.61,6.99,13.69,Cloudy,35,Monday,0,Highway,Medium,51,45,60,2,5,15.2,11:59
2340,B010,R020,S093,Ponnur,16.065,80.551,5.75,31.37,Cloudy,26,Wednesday,1,Village Road,Medium,24,33,60,2,5,21.4,11:00
2341,B007,R006,S069,Guntur,16.3067,80.4365,6.94,35.1,Sunny,26,Thursday,0,Main Road,Medium,40,29,60,1,4,15.4,11:01
2342,B016,R014,S186,Mangalagiri,16.4303,80.5681,7.35,18.69,Foggy,27,Tuesday,1,Main Road,High,35,6,60,3,12,27.6,11:02
2343,B019,R007,S032,Tenali,16.239,80.645,4.83,18.15,Sunny,26,Tuesday,1,Main Road,High,38,10,60,1,8,16.6,11:03
2344,B006,R012,S062,Tadikonda,16.405,80.643,6.23,6.26,Foggy,40,Wednesday,0,Village Road,High,34,37,60,4,12,27.0,11:04
2345,B003,R009,S197,Pedakakani,16.285,80.49,6.87,25.26,Rainy,22,Monday,0,Main Road,Low,38,27,60,2,5,17.8,11:05
2346,B010,R015,S149,Prathipadu,16.48,80.32,1.88,16.13,Sunny,39,Thursday,1,Main Road,Low,35,33,60,1,0,4.2,11:06
2347,B006,R018,S105,Mangalagiri,16.4303,80.5681,2.2,25.58,Sunny,39,Wednesday,1,Main Road,Medium,34,23,60,4,4,11.9,11:07
2348,B012,R018,S113,Tenali,16.239,80.645,6.73,35.02,Sunny,27,Friday,1,Main Road,Low,31,30,60,2,0,15.0,11:08
2349,B002,R004,S121,Namburu,16.36,80.52,1.36,7.43,Cloudy,27,Saturday,1,Village Road,Low,24,14,60,4,1,8.4,11:09
2350,B010,R019,S021,Vaddeswaram,16.49,80.61,3.04,4.51,Sunny,24,Thursday,0,Village Road,High,30,21,60,4,8,18.1,11:10
2351,B014,R006,S193,Tenali,16.239,80.645,1.24,29.76,Sunny,26,Friday,1,Village Road,Low,21,28,60,4,0,7.5,11:11
2352,B005,R006,S148,Pedakakani,16.285,80.49,5.38,18.99,Rainy,33,Monday,0,Main Road,High,30,45,60,4,13,27.8,11:12
2353,B006,R013,S002,Guntur,16.3067,80.4365,3.56,33.03,Sunny,31,Thursday,0,Main Road,Medium,32,45,60,1,4,11.7,11:13
2354,B010,R009,S019,Mangalagiri,16.4303,80.5681,6.77,25.5,Cloudy,22,Thursday,1,Main Road,High,36,45,60,2,9,22.3,11:14
2355,B012,R002,S046,Namburu,16.36,80.52,7.09,13.72,Rainy,30,Tuesday,0,Main Road,High,40,54,60,4,13,27.6,11:15
2356,B015,R006,S158,Vaddeswaram,16.49,80.61,6.9,7.32,Sunny,38,Wednesday,0,Main Road,Low,38,15,60,1,0,11.9,11:16
2357,B008,R007,S199,Tenali,16.239,80.645,6.85,19.86,Cloudy,25,Thursday,0,Main Road,Low,41,21,60,2,1,13.0,11:17
2358,B010,R019,S046,Namburu,16.36,80.52,6.1,8.08,Rainy,27,Monday,0,Main Road,Medium,41,37,60,2,9,19.9,11:18
2359,B013,R018,S001,Vaddeswaram,16.49,80.61,5.02,35.0,Sunny,25,Tuesday,1,Highway,Low,50,43,60,4,0,10.0,11:19
2360,B008,R020,S076,Prathipadu,16.48,80.32,4.24,11.08,Sunny,29,Monday,0,Highway,Medium,46,57,60,1,4,10.5,11:20
2361,B017,R010,S076,Tadikonda,16.405,80.643,5.12,29.54,Sunny,23,Saturday,0,Main Road,Medium,45,35,60,2,4,12.8,11:21
2362,B008,R001,S134,Prathipadu,16.48,80.32,6.87,23.73,Cloudy,35,Saturday,1,Main Road,Low,38,57,60,2,1,13.8,11:22
2363,B009,R017,S127,Mangalagiri,16.4303,80.5681,5.05,6.45,Sunny,25,Wednesday,0,Main Road,Low,37,58,60,1,0,9.2,11:23
2364,B009,R016,S147,Pedakakani,16.285,80.49,4.32,7.46,Sunny,29,Friday,0,Highway,Medium,49,49,60,3,4,12.3,11:24
2365,B017,R013,S085,Mangalagiri,16.4303,80.5681,1.01,22.31,Cloudy,37,Tuesday,1,Main Road,Low,38,23,60,3,1,5.6,11:25
2366,B016,R009,S027,Ponnur,16.065,80.551,3.99,10.56,Sunny,26,Monday,0,Main Road,Low,42,39,60,3,0,8.7,11:26
2367,B001,R010,S056,Guntur,16.3067,80.4365,6.85,10.83,Rainy,40,Tuesday,1,Highway,Medium,51,12,60,3,9,20.1,11:27
2368,B018,R002,S056,Prathipadu,16.48,80.32,7.81,19.01,Sunny,25,Thursday,0,Highway,Medium,57,30,60,3,4,15.2,11:28
2369,B013,R009,S041,Namburu,16.36,80.52,2.68,22.11,Sunny,38,Tuesday,0,Main Road,Low,40,5,60,4,0,8.0,11:29
2370,B007,R006,S154,Tenali,16.239,80.645,1.78,22.73,Sunny,39,Thursday,0,Village Road,High,29,23,60,3,8,14.7,11:30
2371,B015,R002,S071,Guntur,16.3067,80.4365,4.08,13.95,Sunny,40,Friday,0,Highway,Medium,53,41,60,4,4,12.6,11:31
2372,B008,R020,S099,Prathipadu,16.48,80.32,6.72,18.4,Cloudy,25,Monday,0,Main Road,High,39,54,60,4,9,23.3,11:32
2373,B010,R004,S181,Ponnur,16.065,80.551,4.7,30.17,Rainy,37,Wednesday,1,Highway,Medium,60,44,60,1,9,14.7,11:33
2374,B015,R003,S174,Ponnur,16.065,80.551,6.6,33.54,Rainy,35,Friday,0,Village Road,Medium,23,29,60,4,9,30.2,11:34
2375,B015,R018,S183,Pedakakani,16.285,80.49,2.58,25.48,Sunny,35,Thursday,0,Main Road,Low,37,14,60,3,0,7.2,11:35
2376,B006,R016,S195,Prathipadu,16.48,80.32,6.79,23.39,Rainy,39,Friday,1,Main Road,Low,35,46,60,1,5,17.6,11:36
2377,B012,R007,S120,Tadikonda,16.405,80.643,5.39,14.16,Sunny,29,Monday,1,Main Road,Medium,42,18,60,3,4,14.7,11:37
2378,B014,R020,S066,Namburu,16.36,80.52,3.11,20.07,Sunny,30,Friday,0,Village Road,High,34,22,60,1,8,14.5,11:38
2379,B002,R014,S080,Ponnur,16.065,80.551,6.45,17.54,Sunny,23,Thursday,1,Highway,Low,46,15,60,1,0,9.4,11:39
2380,B007,R009,S067,Tulluru,16.52,80.58,4.42,31.37,Sunny,40,Saturday,1,Main Road,Medium,35,41,60,4,4,15.6,11:40
2381,B009,R015,S188,Tulluru,16.52,80.58,5.77,30.14,Rainy,33,Friday,1,Highway,Medium,56,58,60,3,9,18.2,11:41
2382,B012,R019,S015,Vaddeswaram,16.49,80.61,7.35,32.54,Foggy,35,Saturday,1,Village Road,Low,20,34,60,2,4,28.1,11:42
2383,B009,R002,S041,Mangalagiri,16.4303,80.5681,6.33,9.53,Sunny,33,Thursday,0,Main Road,Low,42,7,60,1,0,10.0,11:43
2384,B015,R004,S040,Ponnur,16.065,80.551,6.9,20.85,Rainy,36,Friday,1,Highway,Low,48,11,60,1,5,14.6,11:44
2385,B019,R020,S007,Namburu,16.36,80.52,7.09,29.92,Cloudy,31,Tuesday,0,Main Road,Low,30,36,60,2,1,17.2,11:45
2386,B008,R019,S018,Prathipadu,16.48,80.32,1.05,23.2,Foggy,32,Friday,1,Main Road,Low,35,31,60,4,4,9.8,11:46
2387,B002,R007,S112,Ponnur,16.065,80.551,1.19,9.67,Foggy,22,Thursday,0,Village Road,High,31,25,60,2,12,16.3,11:47
2388,B003,R005,S040,Pedakakani,16.285,80.49,2.51,3.4,Foggy,23,Saturday,1,Highway,Medium,50,29,60,2,8,13.0,11:48
2389,B014,R019,S072,Namburu,16.36,80.52,3.14,25.22,Sunny,29,Wednesday,0,Main Road,Low,39,49,60,1,0,5.8,11:49
2390,B011,R015,S058,Tadikonda,16.405,80.643,4.76,5.12,Sunny,27,Monday,0,Village Road,Medium,32,29,60,1,4,13.9,11:50
2391,B015,R001,S189,Namburu,16.36,80.52,3.19,14.36,Sunny,33,Saturday,1,Village Road,Medium,29,36,60,1,4,11.6,11:51
2392,B005,R007,S088,Guntur,16.3067,80.4365,4.85,20.8,Sunny,40,Friday,1,Main Road,High,41,46,60,1,8,16.1,11:52
2393,B011,R012,S017,Tadikonda,16.405,80.643,7.09,14.49,Sunny,33,Monday,1,Village Road,Medium,22,56,60,2,4,25.3,11:53
2394,B007,R003,S045,Tulluru,16.52,80.58,7.04,13.06,Sunny,36,Tuesday,1,Village Road,High,20,53,60,3,8,32.1,11:54
2395,B014,R003,S102,Ponnur,16.065,80.551,5.3,20.08,Sunny,30,Saturday,1,Village Road,Medium,20,9,60,3,4,22.9,11:55
2396,B002,R017,S025,Pedakakani,16.285,80.49,1.89,6.12,Rainy,22,Monday,1,Highway,High,58,38,60,4,13,19.0,11:56
2397,B008,R015,S197,Mangalagiri,16.4303,80.5681,4.65,5.96,Cloudy,31,Friday,0,Highway,High,59,56,60,3,9,16.7,11:57
2398,B011,R017,S011,Tadikonda,16.405,80.643,0.86,1.29,Sunny,39,Monday,1,Village Road,High,25,6,60,1,8,11.1,11:58
2399,B013,R008,S088,Tenali,16.239,80.645,4.78,27.01,Rainy,38,Saturday,1,Main Road,Medium,40,56,60,3,9,19.2,11:59
2400,B001,R005,S163,Tulluru,16.52,80.58,8.0,10.92,Cloudy,24,Tuesday,1,Main Road,Medium,33,32,60,4,5,23.5,12:00
2401,B013,R006,S014,Namburu,16.36,80.52,1.63,22.8,Sunny,36,Wednesday,1,Village Road,Medium,34,42,60,2,4,8.9,12:01
2402,B014,R012,S107,Pedakakani,16.285,80.49,7.01,11.47,Sunny,33,Thursday,0,Main Road,Low,42,53,60,3,0,13.0,12:02
2403,B008,R017,S146,Prathipadu,16.48,80.32,0.96,30.36,Rainy,34,Wednesday,0,Main Road,Medium,33,30,60,3,9,13.7,12:03
2404,B016,R005,S070,Ponnur,16.065,80.551,2.17,28.8,Rainy,39,Thursday,1,Main Road,Medium,34,21,60,1,9,13.8,12:04
2405,B016,R009,S083,Mangalagiri,16.4303,80.5681,5.62,22.68,Rainy,39,Thursday,0,Village Road,High,24,37,60,3,13,30.0,12:05
2406,B005,R016,S132,Guntur,16.3067,80.4365,7.17,8.25,Sunny,38,Wednesday,0,Main Road,Low,37,42,60,3,0,14.6,12:06
2407,B015,R014,S177,Tadikonda,16.405,80.643,5.22,10.55,Cloudy,27,Tuesday,0,Highway,Medium,57,31,60,2,5,12.5,12:07
2408,B011,R016,S144,Vaddeswaram,16.49,80.61,2.46,10.09,Cloudy,23,Tuesday,0,Main Road,Medium,45,37,60,3,5,11.3,12:08
2409,B005,R013,S170,Guntur,16.3067,80.4365,5.68,6.48,Sunny,40,Wednesday,1,Highway,Low,59,34,60,1,0,6.8,12:09
2410,B001,R007,S048,Tenali,16.239,80.645,7.96,33.13,Sunny,29,Saturday,0,Village Road,Low,21,57,60,1,0,23.7,12:10
2411,B016,R005,S193,Vaddeswaram,16.49,80.61,7.2,19.86,Cloudy,23,Saturday,0,Main Road,Medium,44,10,60,4,5,18.8,12:11
2412,B018,R015,S121,Guntur,16.3067,80.4365,6.14,31.53,Sunny,37,Friday,1,Main Road,Low,38,46,60,1,0,10.7,12:12
2413,B005,R012,S196,Tenali,16.239,80.645,3.14,20.88,Sunny,37,Thursday,1,Highway,High,54,54,60,3,8,14.5,12:13
2414,B006,R003,S026,Tadikonda,16.405,80.643,5.66,7.1,Cloudy,31,Friday,1,Main Road,High,41,32,60,3,9,20.3,12:14
2415,B006,R001,S195,Guntur,16.3067,80.4365,2.46,27.27,Cloudy,31,Thursday,1,Main Road,Medium,36,49,60,3,5,12.1,12:15
2416,B019,R008,S175,Tulluru,16.52,80.58,6.5,15.83,Sunny,40,Tuesday,1,Village Road,Medium,34,20,60,4,4,19.5,12:16
2417,B019,R010,S106,Tadikonda,16.405,80.643,3.04,5.48,Cloudy,36,Saturday,1,Main Road,Medium,34,38,60,4,5,14.4,12:17
2418,B011,R019,S035,Mangalagiri,16.4303,80.5681,6.17,8.52,Cloudy,24,Monday,1,Main Road,Low,36,52,60,3,1,14.3,12:18
2419,B013,R007,S130,Namburu,16.36,80.52,5.26,19.08,Cloudy,40,Thursday,1,Highway,Medium,55,23,60,2,5,12.7,12:19
2420,B001,R002,S141,Tulluru,16.52,80.58,5.9,22.52,Rainy,25,Monday,0,Village Road,Medium,20,11,60,2,9,28.7,12:20
2421,B004,R009,S150,Ponnur,16.065,80.551,3.64,13.23,Sunny,23,Friday,1,Highway,Low,58,33,60,3,0,6.8,12:21
2422,B009,R006,S169,Mangalagiri,16.4303,80.5681,5.93,24.86,Cloudy,27,Thursday,1,Main Road,Low,30,51,60,2,1,14.9,12:22
2423,B004,R015,S032,Tulluru,16.52,80.58,5.26,29.74,Sunny,40,Thursday,0,Village Road,Low,22,52,60,3,0,17.3,12:23
2424,B015,R016,S128,Pedakakani,16.285,80.49,6.26,13.31,Sunny,36,Tuesday,1,Highway,Low,51,51,60,3,0,10.4,12:24
2425,B020,R003,S066,Tadikonda,16.405,80.643,1.15,21.12,Cloudy,22,Thursday,1,Main Road,Low,45,9,60,4,1,6.5,12:25
2426,B013,R013,S182,Tadikonda,16.405,80.643,7.57,37.31,Sunny,35,Friday,1,Village Road,Medium,20,58,60,3,4,29.7,12:26
